nl,ml
tuesday october 29 1985,1985/10/29
23-Aug-03,2003/8/23
7-Feb-94,1994/2/7
january 25 1984,1984/1/25
wednesday august 29 1979,1979/8/29
sunday march 18 1973,1973/3/18
thursday march 17 2016,2016/3/17
thursday november 12 1970,1970/11/12
august 6 1976,1976/8/6
9-Nov-96,1996/11/9
monday september 22 2014,2014/9/22
10-May-73,1973/5/10
tuesday october 18 1983,1983/10/18
march 16 1992,1992/3/16
august 2 2004,2004/8/2
18-Jan-84,1984/1/18
tuesday may 23 1978,1978/5/23
21 05 10,2010/5/21
18-Nov-90,1990/11/18
8/22/12,2012/8/22
wednesday july 18 2001,2001/7/18
thursday january 16 1975,1975/1/16
27-Dec-17,2017/12/27
28-Sep-01,2001/9/28
11-May-80,1980/5/11
4 10 92,1992/10/4
friday february 24 2012,2012/2/24
wednesday february 16 1972,1972/2/16
wednesday january 19 1972,1972/1/19
december 17 1991,1991/12/17
friday february 24 2017,2017/2/24
wednesday november 11 2015,2015/11/11
tuesday april 23 2013,2013/4/23
saturday february 23 2013,2013/2/23
sunday april 25 1982,1982/4/25
2-Mar-98,1998/3/2
saturday august 12 1989,1989/8/12
1-May-93,1993/5/1
6-Apr-96,1996/4/6
wednesday october 16 1991,1991/10/16
september 4 1997,1997/9/4
sunday september 17 2006,2006/9/17
sunday june 12 1994,1994/6/12
04.11.08,2008/11/4
11-Oct-13,2013/10/11
september 22 2017,2017/9/22
30-Sep-79,1979/9/30
17-Nov-07,2007/11/17
monday july 29 1996,1996/7/29
8-May-84,1984/5/8
monday january 21 1985,1985/1/21
wednesday september 8 2010,2010/9/8
april 9 1971,1971/4/9
5 12 94,1994/12/5
sunday june 11 1995,1995/6/11
11-Jul-93,1993/7/11
18 03 85,1985/3/18
friday april 9 1993,1993/4/9
wednesday august 29 1979,1979/8/29
wednesday september 2 1987,1987/9/2
monday july 22 1985,1985/7/22
friday december 28 1990,1990/12/28
tuesday december 18 2012,2012/12/18
12-Feb-09,2009/2/12
sunday march 9 1975,1975/3/9
sunday july 25 1971,1971/7/25
9-Jul-90,1990/7/9
sunday august 27 2017,2017/8/27
saturday february 4 1978,1978/2/4
tuesday april 11 2006,2006/4/11
20.09.13,2013/9/20
10-Aug-86,1986/8/10
11/16/05,2005/11/16
15-Feb-11,2011/2/15
5/2/82,1982/5/2
14 01 71,1971/1/14
november 13 1994,1994/11/13
25.10.92,1992/10/25
wednesday october 29 2008,2008/10/29
saturday january 6 2007,2007/1/6
12-Aug-17,2017/8/12
july 3 1996,1996/7/3
apr 9 1971,1971/4/9
may 22 1998,1998/5/22
may 1 1984,1984/5/1
21-Nov-82,1982/11/21
2-May-73,1973/5/2
3/17/80,1980/3/17
sunday january 16 2011,2011/1/16
wednesday march 2 1977,1977/3/2
29-Jul-09,2009/7/29
june 2 1993,1993/6/2
27 12 91,1991/12/27
sunday february 1 1998,1998/2/1
9-Dec-02,2002/12/9
23-Jul-70,1970/7/23
11-Nov-73,1973/11/11
apr 5 2013,2013/4/5
tuesday december 31 2013,2013/12/31
13-Jun-75,1975/6/13
march 31 2013,2013/3/31
sunday may 5 1996,1996/5/5
october 13 1971,1971/10/13
tuesday march 28 1989,1989/3/28
october 20 2009,2009/10/20
january 10 1993,1993/1/10
monday june 2 1997,1997/6/2
22-Aug-73,1973/8/22
26-Jul-07,2007/7/26
22-Sep-02,2002/9/22
saturday september 22 1973,1973/9/22
november 12 1987,1987/11/12
april 5 1981,1981/4/5
monday june 3 1996,1996/6/3
02.08.90,1990/8/2
wednesday february 23 1994,1994/2/23
16-Aug-16,2016/8/16
12-Jul-81,1981/7/12
sunday september 11 2011,2011/9/11
14.03.06,2006/3/14
thursday january 30 2014,2014/1/30
31-Jul-93,1993/7/31
march 25 2007,2007/3/25
monday may 5 1980,1980/5/5
friday december 26 1975,1975/12/26
7-Aug-70,1970/8/7
17-Jun-01,2001/6/17
tuesday december 12 1995,1995/12/12
sunday may 26 1985,1985/5/26
sunday november 11 2001,2001/11/11
22-Dec-75,1975/12/22
monday july 13 1992,1992/7/13
03.02.91,1991/2/3
tuesday july 24 1979,1979/7/24
wednesday july 2 2003,2003/7/2
3-Apr-96,1996/4/3
07.09.92,1992/9/7
saturday september 29 2007,2007/9/29
24-Mar-10,2010/3/24
9/15/85,1985/9/15
22-Jan-82,1982/1/22
thursday july 11 2013,2013/7/11
20-May-09,2009/5/20
tuesday november 8 2011,2011/11/8
14-May-70,1970/5/14
21-Jan-82,1982/1/21
wednesday december 14 2016,2016/12/14
7/14/97,1997/7/14
tuesday may 26 1970,1970/5/26
24-Nov-92,1992/11/24
tuesday february 21 1989,1989/2/21
monday january 15 1979,1979/1/15
tuesday june 3 1980,1980/6/3
friday april 2 2004,2004/4/2
monday september 14 2009,2009/9/14
wednesday may 10 2000,2000/5/10
12-Feb-83,1983/2/12
jun 23 2000,2000/6/23
sunday august 8 1999,1999/8/8
12-Jan-88,1988/1/12
tuesday may 3 1977,1977/5/3
16-Jun-15,2015/6/16
july 16 1987,1987/7/16
friday september 14 1979,1979/9/14
19-Oct-07,2007/10/19
wednesday november 18 2009,2009/11/18
11.07.84,1984/7/11
sunday november 25 1984,1984/11/25
tuesday november 22 2011,2011/11/22
thursday november 24 2011,2011/11/24
saturday january 13 2001,2001/1/13
jan 23 2006,2006/1/23
thursday september 28 2000,2000/9/28
31-Oct-84,1984/10/31
5-Jan-74,1974/1/5
sunday november 11 1984,1984/11/11
19 05 82,1982/5/19
saturday june 30 2001,2001/6/30
tuesday october 20 1981,1981/10/20
29-Jul-94,1994/7/29
tuesday april 3 1979,1979/4/3
24-Jan-86,1986/1/24
tuesday june 1 1993,1993/6/1
03.01.95,1995/1/3
tuesday june 17 2008,2008/6/17
15-Jul-99,1999/7/15
21-Aug-11,2011/8/21
12-Jun-09,2009/6/12
november 9 1989,1989/11/9
24-Jun-07,2007/6/24
thursday july 14 1977,1977/7/14
sunday august 22 1999,1999/8/22
monday december 11 1978,1978/12/11
31-Jan-08,2008/1/31
3 12 97,1997/12/3
november 23 1988,1988/11/23
saturday december 24 1983,1983/12/24
28-Oct-01,2001/10/28
9-Jun-85,1985/6/9
11-Feb-14,2014/2/11
thursday april 10 2008,2008/4/10
friday july 22 1988,1988/7/22
march 11 1999,1999/3/11
wednesday january 30 2002,2002/1/30
friday february 6 1998,1998/2/6
26-Nov-90,1990/11/26
sunday march 13 2011,2011/3/13
thursday august 15 1974,1974/8/15
thursday september 23 1982,1982/9/23
sep 10 2017,2017/9/10
thursday march 11 1971,1971/3/11
september 24 1973,1973/9/24
16-Feb-02,2002/2/16
monday october 11 1976,1976/10/11
jun 24 1971,1971/6/24
10-Jan-93,1993/1/10
sunday october 15 1972,1972/10/15
4-Apr-12,2012/4/4
10 01 08,2008/1/10
wednesday may 23 2001,2001/5/23
30-Mar-08,2008/3/30
thursday april 13 2017,2017/4/13
friday november 17 2017,2017/11/17
december 15 2017,2017/12/15
november 22 1996,1996/11/22
4-Dec-98,1998/12/4
saturday april 23 1977,1977/4/23
20-Jul-74,1974/7/20
4-Jan-77,1977/1/4
january 31 1999,1999/1/31
friday march 13 1970,1970/3/13
sunday september 29 1991,1991/9/29
02.08.75,1975/8/2
6/16/12,2012/6/16
wednesday april 8 1998,1998/4/8
28-Jun-95,1995/6/28
december 28 1979,1979/12/28
26-Jan-87,1987/1/26
april 27 2000,2000/4/27
16-May-05,2005/5/16
30-Jul-82,1982/7/30
july 12 1989,1989/7/12
june 29 2017,2017/6/29
24-Dec-09,2009/12/24
tuesday july 11 1978,1978/7/11
thursday october 21 2004,2004/10/21
friday june 14 1974,1974/6/14
october 28 2000,2000/10/28
13-Jul-77,1977/7/13
sunday april 25 1971,1971/4/25
26-May-00,2000/5/26
17 03 71,1971/3/17
28 07 92,1992/7/28
thursday september 27 1979,1979/9/27
tuesday march 16 1971,1971/3/16
2-Feb-82,1982/2/2
10-Oct-93,1993/10/10
29-Dec-70,1970/12/29
sunday may 23 1982,1982/5/23
31-Jul-03,2003/7/31
04.04.07,2007/4/4
24-Apr-78,1978/4/24
10-May-05,2005/5/10
30-May-85,1985/5/30
july 26 1976,1976/7/26
21-Aug-17,2017/8/21
october 4 2004,2004/10/4
29-Apr-73,1973/4/29
3-Oct-90,1990/10/3
28.11.79,1979/11/28
4-Aug-84,1984/8/4
wednesday january 25 1989,1989/1/25
25-Nov-14,2014/11/25
18-Dec-05,2005/12/18
11/6/95,1995/11/6
saturday october 31 1992,1992/10/31
sunday february 6 2005,2005/2/6
february 6 2005,2005/2/6
june 5 1984,1984/6/5
21-Oct-14,2014/10/21
saturday june 20 1987,1987/6/20
4/26/91,1991/4/26
january 1 1991,1991/1/1
wednesday may 3 1978,1978/5/3
14-Jul-81,1981/7/14
wednesday february 15 1989,1989/2/15
aug 10 2003,2003/8/10
29.08.96,1996/8/29
thursday january 5 1989,1989/1/5
14-Sep-85,1985/9/14
december 10 1976,1976/12/10
sunday july 14 1991,1991/7/14
15-Jan-81,1981/1/15
29-Oct-80,1980/10/29
tuesday december 3 2013,2013/12/3
saturday may 6 1978,1978/5/6
april 2 1975,1975/4/2
22-Sep-96,1996/9/22
friday july 4 2014,2014/7/4
august 28 1983,1983/8/28
saturday august 8 1981,1981/8/8
7-Sep-77,1977/9/7
25-May-70,1970/5/25
5 04 72,1972/4/5
saturday march 20 1971,1971/3/20
saturday december 17 1977,1977/12/17
03.07.92,1992/7/3
august 25 1998,1998/8/25
aug 29 2006,2006/8/29
22-Dec-84,1984/12/22
saturday july 11 1992,1992/7/11
29-Apr-16,2016/4/29
october 1 2003,2003/10/1
25.12.78,1978/12/25
10-Apr-91,1991/4/10
dec 25 1993,1993/12/25
2-Jul-02,2002/7/2
wednesday june 21 2017,2017/6/21
sunday april 5 1987,1987/4/5
saturday january 31 1987,1987/1/31
22-Dec-74,1974/12/22
sunday april 6 2003,2003/4/6
17-Jul-92,1992/7/17
24-Mar-70,1970/3/24
january 2 1978,1978/1/2
friday may 30 2003,2003/5/30
friday may 30 2014,2014/5/30
27.10.08,2008/10/27
saturday may 30 2015,2015/5/30
9-Mar-71,1971/3/9
3-Apr-02,2002/4/3
24-Aug-85,1985/8/24
5-May-85,1985/5/5
2-Mar-99,1999/3/2
22-Sep-70,1970/9/22
friday july 27 2001,2001/7/27
21-Aug-85,1985/8/21
monday december 1 1975,1975/12/1
sunday september 13 1998,1998/9/13
sunday november 17 1991,1991/11/17
august 22 2003,2003/8/22
3-Jan-13,2013/1/3
saturday april 26 2014,2014/4/26
7/29/79,1979/7/29
5-Sep-85,1985/9/5
monday june 2 1997,1997/6/2
wednesday november 21 1979,1979/11/21
sunday december 3 2006,2006/12/3
27 04 93,1993/4/27
29-Jan-97,1997/1/29
monday august 10 2009,2009/8/10
oct 27 2002,2002/10/27
17-May-10,2010/5/17
10/27/98,1998/10/27
17-Aug-84,1984/8/17
tuesday december 27 1994,1994/12/27
12 06 78,1978/6/12
friday january 18 2013,2013/1/18
4/27/89,1989/4/27
11-Jul-91,1991/7/11
jul 2 2013,2013/7/2
monday february 12 1973,1973/2/12
12-Jun-72,1972/6/12
thursday july 6 1995,1995/7/6
wednesday may 16 2012,2012/5/16
tuesday december 15 2009,2009/12/15
wednesday december 9 1992,1992/12/9
july 9 1981,1981/7/9
monday march 1 1999,1999/3/1
6/2/78,1978/6/2
november 9 2009,2009/11/9
tuesday march 17 1998,1998/3/17
saturday october 30 1976,1976/10/30
24-Apr-11,2011/4/24
thursday november 9 1995,1995/11/9
13-Jan-75,1975/1/13
november 18 1979,1979/11/18
monday may 3 2010,2010/5/3
sunday march 10 2002,2002/3/10
thursday october 21 1999,1999/10/21
sunday july 8 2007,2007/7/8
saturday april 10 2004,2004/4/10
24.11.90,1990/11/24
tuesday october 7 2008,2008/10/7
11 11 98,1998/11/11
sunday october 7 1984,1984/10/7
15-May-14,2014/5/15
saturday november 24 1979,1979/11/24
thursday april 21 1994,1994/4/21
sunday january 23 1994,1994/1/23
15-Jun-02,2002/6/15
wednesday september 16 1998,1998/9/16
24-Sep-85,1985/9/24
3-Aug-88,1988/8/3
february 14 2007,2007/2/14
saturday june 25 2016,2016/6/25
wednesday april 19 1972,1972/4/19
saturday march 9 2013,2013/3/9
26-May-78,1978/5/26
monday december 28 2009,2009/12/28
february 18 1988,1988/2/18
june 22 1998,1998/6/22
1-Aug-98,1998/8/1
20-Jul-74,1974/7/20
22-Aug-91,1991/8/22
22-Nov-84,1984/11/22
tuesday may 2 2017,2017/5/2
wednesday march 1 1978,1978/3/1
may 17 2008,2008/5/17
16.02.90,1990/2/16
23-Sep-09,2009/9/23
22-Feb-04,2004/2/22
friday november 14 2008,2008/11/14
24-Sep-12,2012/9/24
jun 1 1989,1989/6/1
3-May-93,1993/5/3
24-Aug-04,2004/8/24
wednesday september 7 2016,2016/9/7
saturday may 6 2017,2017/5/6
february 13 2011,2011/2/13
wednesday december 8 1993,1993/12/8
19-Jun-97,1997/6/19
sunday october 13 1985,1985/10/13
monday may 15 1989,1989/5/15
february 19 2010,2010/2/19
saturday november 5 1983,1983/11/5
29-Jan-71,1971/1/29
friday november 30 2001,2001/11/30
7-Dec-81,1981/12/7
31-Mar-04,2004/3/31
thursday april 14 1988,1988/4/14
15-Apr-06,2006/4/15
march 21 2009,2009/3/21
tuesday june 11 1985,1985/6/11
tuesday may 18 1999,1999/5/18
21-Aug-96,1996/8/21
thursday october 10 2013,2013/10/10
21-Jul-97,1997/7/21
march 6 1999,1999/3/6
7 11 99,1999/11/7
wednesday november 4 1992,1992/11/4
tuesday august 1 1995,1995/8/1
03.02.86,1986/2/3
oct 25 2004,2004/10/25
13.11.01,2001/11/13
monday august 7 1989,1989/8/7
saturday october 17 2015,2015/10/17
wednesday july 1 1987,1987/7/1
9 01 93,1993/1/9
friday december 5 1997,1997/12/5
thursday march 21 1996,1996/3/21
4-Aug-16,2016/8/4
march 8 1972,1972/3/8
friday september 1 1995,1995/9/1
7-Jul-87,1987/7/7
jan 19 1974,1974/1/19
september 29 2002,2002/9/29
friday january 20 1989,1989/1/20
april 20 1976,1976/4/20
sunday december 14 2014,2014/12/14
27.09.85,1985/9/27
oct 4 1977,1977/10/4
sunday april 7 1985,1985/4/7
saturday december 12 1970,1970/12/12
february 15 2008,2008/2/15
monday july 4 1983,1983/7/4
wednesday september 24 1975,1975/9/24
friday october 31 2014,2014/10/31
sunday july 30 2017,2017/7/30
30-Apr-95,1995/4/30
thursday july 6 1995,1995/7/6
17-Dec-80,1980/12/17
aug 22 2003,2003/8/22
10-Jun-97,1997/6/10
monday july 14 1997,1997/7/14
15.04.07,2007/4/15
22-May-73,1973/5/22
15-Apr-17,2017/4/15
monday may 26 1997,1997/5/26
28-Jun-10,2010/6/28
october 21 2005,2005/10/21
may 23 1995,1995/5/23
saturday august 23 2003,2003/8/23
thursday february 19 2009,2009/2/19
tuesday february 27 1990,1990/2/27
wednesday may 29 1991,1991/5/29
28-Sep-74,1974/9/28
8-Jun-70,1970/6/8
05.04.15,2015/4/5
4-Dec-80,1980/12/4
tuesday may 6 2008,2008/5/6
wednesday december 25 1991,1991/12/25
sunday may 17 2009,2009/5/17
11-Mar-90,1990/3/11
sunday september 6 1970,1970/9/6
wednesday february 18 1998,1998/2/18
june 18 2012,2012/6/18
19 03 03,2003/3/19
wednesday july 26 1989,1989/7/26
oct 14 1986,1986/10/14
monday july 15 1996,1996/7/15
tuesday may 28 1974,1974/5/28
sunday february 26 1978,1978/2/26
5-May-09,2009/5/5
5/13/04,2004/5/13
30.04.90,1990/4/30
17-Aug-15,2015/8/17
27.04.81,1981/4/27
sunday april 14 2002,2002/4/14
sunday june 10 2007,2007/6/10
21-Jan-99,1999/1/21
7/8/00,2000/7/8
monday july 31 1989,1989/7/31
12.01.71,1971/1/12
27.04.84,1984/4/27
28-Jul-17,2017/7/28
16-Feb-99,1999/2/16
wednesday january 27 1982,1982/1/27
tuesday february 7 1989,1989/2/7
wednesday august 2 2017,2017/8/2
jan 21 1994,1994/1/21
11-Aug-07,2007/8/11
friday march 18 1983,1983/3/18
thursday february 9 1995,1995/2/9
30-Aug-06,2006/8/30
4-Jul-75,1975/7/4
may 29 2005,2005/5/29
6-Oct-83,1983/10/6
november 6 1999,1999/11/6
january 4 1987,1987/1/4
saturday january 10 1981,1981/1/10
30-Jun-98,1998/6/30
tuesday february 13 2018,2018/2/13
15-Aug-78,1978/8/15
tuesday august 15 1989,1989/8/15
saturday december 19 1970,1970/12/19
june 24 2000,2000/6/24
9-Oct-78,1978/10/9
11-Jan-77,1977/1/11
4/18/08,2008/4/18
26-Aug-97,1997/8/26
wednesday march 2 1977,1977/3/2
october 20 2009,2009/10/20
1/15/88,1988/1/15
monday march 5 1984,1984/3/5
1-Feb-94,1994/2/1
5-Oct-12,2012/10/5
tuesday august 16 1983,1983/8/16
sunday june 28 1970,1970/6/28
march 29 1974,1974/3/29
12/29/77,1977/12/29
16-Mar-86,1986/3/16
6-Jan-02,2002/1/6
6-Mar-10,2010/3/6
26-Apr-91,1991/4/26
30 04 15,2015/4/30
6-Jun-93,1993/6/6
11/15/13,2013/11/15
may 25 1993,1993/5/25
20-Apr-74,1974/4/20
sunday june 23 2013,2013/6/23
18-Jul-04,2004/7/18
wednesday april 29 2015,2015/4/29
tuesday january 12 1982,1982/1/12
monday november 3 2003,2003/11/3
friday november 1 1974,1974/11/1
05.09.76,1976/9/5
december 22 1997,1997/12/22
jan 25 2001,2001/1/25
sep 14 1985,1985/9/14
aug 13 1989,1989/8/13
thursday august 22 1996,1996/8/22
sunday august 30 1998,1998/8/30
monday august 2 1982,1982/8/2
20-Feb-08,2008/2/20
27.07.98,1998/7/27
friday july 12 2002,2002/7/12
wednesday june 15 2005,2005/6/15
october 14 2015,2015/10/14
21-Nov-89,1989/11/21
feb 2 2002,2002/2/2
monday december 9 2013,2013/12/9
thursday february 17 1983,1983/2/17
february 18 1992,1992/2/18
september 22 1980,1980/9/22
27 10 83,1983/10/27
friday november 19 2010,2010/11/19
march 19 1979,1979/3/19
9 03 71,1971/3/9
monday march 5 2007,2007/3/5
6-Oct-06,2006/10/6
13-Oct-73,1973/10/13
11-May-11,2011/5/11
23 11 79,1979/11/23
monday january 31 2005,2005/1/31
25-Dec-15,2015/12/25
monday may 31 2004,2004/5/31
september 4 1981,1981/9/4
10-Aug-88,1988/8/10
december 22 1990,1990/12/22
2-Sep-76,1976/9/2
thursday december 11 1986,1986/12/11
6 12 82,1982/12/6
14-Jan-00,2000/1/14
6/1/75,1975/6/1
30-Oct-90,1990/10/30
sunday july 13 1986,1986/7/13
1/13/09,2009/1/13
saturday december 4 1999,1999/12/4
10/31/11,2011/10/31
wednesday september 6 1989,1989/9/6
2/18/91,1991/2/18
10-Apr-13,2013/4/10
20-Dec-12,2012/12/20
wednesday october 29 1997,1997/10/29
29-Dec-14,2014/12/29
monday april 10 2006,2006/4/10
21-May-95,1995/5/21
monday september 27 1971,1971/9/27
monday november 20 2000,2000/11/20
27.01.04,2004/1/27
tuesday september 29 1987,1987/9/29
18-Oct-78,1978/10/18
tuesday june 14 2011,2011/6/14
thursday december 19 1991,1991/12/19
monday december 29 1997,1997/12/29
25-Nov-88,1988/11/25
sunday february 18 2018,2018/2/18
thursday november 30 1972,1972/11/30
02.06.94,1994/6/2
thursday july 2 1987,1987/7/2
december 18 1999,1999/12/18
monday march 17 2003,2003/3/17
1-Nov-78,1978/11/1
3-Jul-95,1995/7/3
9-May-07,2007/5/9
27-Apr-01,2001/4/27
wednesday april 18 1990,1990/4/18
2-Nov-88,1988/11/2
june 16 2016,2016/6/16
sunday may 13 1984,1984/5/13
july 15 1987,1987/7/15
january 19 2008,2008/1/19
22-Jul-85,1985/7/22
18-Jul-82,1982/7/18
saturday june 15 1985,1985/6/15
june 10 1995,1995/6/10
14-Sep-88,1988/9/14
august 10 1995,1995/8/10
saturday august 10 2002,2002/8/10
tuesday january 13 2009,2009/1/13
january 5 1974,1974/1/5
thursday may 27 1999,1999/5/27
monday april 13 1970,1970/4/13
wednesday february 16 1994,1994/2/16
friday september 24 1999,1999/9/24
3-Dec-77,1977/12/3
3-Nov-89,1989/11/3
31-Aug-81,1981/8/31
august 31 1971,1971/8/31
monday april 12 1999,1999/4/12
monday june 17 2013,2013/6/17
18-Aug-89,1989/8/18
jan 17 1984,1984/1/17
16-Sep-06,2006/9/16
june 27 2005,2005/6/27
30-Aug-99,1999/8/30
25-Apr-89,1989/4/25
21-Feb-92,1992/2/21
sunday december 1 1985,1985/12/1
1-Jan-98,1998/1/1
friday february 2 2007,2007/2/2
wednesday august 25 2004,2004/8/25
20-Feb-89,1989/2/20
wednesday july 23 1980,1980/7/23
20-Mar-74,1974/3/20
25-Jul-97,1997/7/25
30-Jan-86,1986/1/30
sunday april 2 1972,1972/4/2
october 19 1995,1995/10/19
16-Sep-10,2010/9/16
wednesday february 23 1972,1972/2/23
friday april 9 1971,1971/4/9
friday june 10 2016,2016/6/10
monday july 27 2009,2009/7/27
tuesday july 3 1973,1973/7/3
4-Mar-97,1997/3/4
14-Aug-79,1979/8/14
friday july 30 2004,2004/7/30
7-Jun-73,1973/6/7
19.09.79,1979/9/19
november 7 1979,1979/11/7
monday october 12 2009,2009/10/12
04.12.14,2014/12/4
17 03 99,1999/3/17
sunday june 29 1980,1980/6/29
28-Aug-01,2001/8/28
1-Nov-80,1980/11/1
tuesday march 4 1975,1975/3/4
friday may 11 2001,2001/5/11
23-Sep-98,1998/9/23
thursday may 25 1995,1995/5/25
monday september 17 2012,2012/9/17
march 31 2006,2006/3/31
thursday january 9 1997,1997/1/9
saturday august 28 1993,1993/8/28
friday september 22 2006,2006/9/22
19-Oct-17,2017/10/19
monday october 19 1992,1992/10/19
28-Jul-89,1989/7/28
wednesday june 23 1976,1976/6/23
sunday may 6 1990,1990/5/6
11-Jun-81,1981/6/11
06.03.11,2011/3/6
may 25 1998,1998/5/25
jul 10 1976,1976/7/10
30-Dec-15,2015/12/30
friday may 19 1972,1972/5/19
tuesday march 28 2000,2000/3/28
monday march 5 1973,1973/3/5
friday august 29 2014,2014/8/29
3-Jul-17,2017/7/3
10/5/85,1985/10/5
sunday september 10 1989,1989/9/10
monday november 23 1970,1970/11/23
friday june 6 1986,1986/6/6
february 11 2012,2012/2/11
monday july 9 2007,2007/7/9
22-May-97,1997/5/22
24 01 71,1971/1/24
16-Jan-88,1988/1/16
nov 2 1975,1975/11/2
thursday march 23 1978,1978/3/23
31-Jan-89,1989/1/31
24.07.17,2017/7/24
29-Sep-94,1994/9/29
12/9/97,1997/12/9
sunday july 17 1977,1977/7/17
6-Oct-06,2006/10/6
18-Oct-80,1980/10/18
january 15 1991,1991/1/15
18-Apr-87,1987/4/18
sunday december 15 2013,2013/12/15
november 7 1981,1981/11/7
19-Sep-91,1991/9/19
26-Jan-07,2007/1/26
june 1 1993,1993/6/1
6/22/17,2017/6/22
saturday september 2 1978,1978/9/2
wednesday december 1 1982,1982/12/1
monday june 30 1980,1980/6/30
friday april 1 1983,1983/4/1
1-Feb-91,1991/2/1
8/19/14,2014/8/19
monday april 26 2004,2004/4/26
1-Sep-90,1990/9/1
friday june 16 2017,2017/6/16
wednesday november 20 1974,1974/11/20
28 12 11,2011/12/28
wednesday august 5 1981,1981/8/5
7-Jun-12,2012/6/7
5-Feb-00,2000/2/5
saturday october 23 1999,1999/10/23
6-Jun-96,1996/6/6
15-Apr-81,1981/4/15
saturday august 26 2006,2006/8/26
april 29 2002,2002/4/29
22-Nov-92,1992/11/22
wednesday september 28 2005,2005/9/28
friday may 14 2010,2010/5/14
monday march 23 1998,1998/3/23
31-Oct-98,1998/10/31
29-Nov-13,2013/11/29
